,music,pets,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dangerous_dogs,fear_of_public_speaking,smoking,alcohol,parents'_advice,internet_usage,branded_clothing,gender,left_-_right_handed,only_child
859,5.0,5.0,1.0,1.0,1.0,4.0,2.0,2,2.0,5.0,3.0,2.0,tried smoking,drink a lot,3.0,few hours a day,5.0,male,right handed,no
860,5.0,4.0,1.0,1.0,2.0,1.0,3.0,3,2.0,1.0,2.0,1.0,current smoker,social drinker,3.0,few hours a day,4.0,male,right handed,no
861,5.0,5.0,1.0,2.0,2.0,2.0,5.0,2,1.0,3.0,1.0,4.0,tried smoking,drink a lot,2.0,few hours a day,2.0,female,right handed,no
862,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3,1.0,1.0,3.0,1.0,current smoker,social drinker,4.0,few hours a day,5.0,male,right handed,no
863,5.0,5.0,2.0,1.0,2.0,1.0,2.0,5,1.0,1.0,3.0,2.0,current smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
864,5.0,3.0,2.0,2.0,2.0,3.0,4.0,4,3.0,3.0,3.0,4.0,former smoker,drink a lot,3.0,few hours a day,3.0,male,right handed,no
865,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3,4.0,2.0,3.0,2.0,former smoker,social drinker,2.0,less than an hour a day,2.0,female,right handed,no
866,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,5.0,tried smoking,drink a lot,2.0,most of the day,3.0,male,right handed,no
867,5.0,5.0,2.0,1.0,1.0,5.0,5.0,4,3.0,3.0,1.0,5.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
868,5.0,4.0,4.0,2.0,2.0,3.0,1.0,2,4.0,4.0,2.0,3.0,current smoker,drink a lot,4.0,few hours a day,3.0,male,right handed,yes
869,5.0,5.0,1.0,2.0,2.0,4.0,3.0,1,1.0,2.0,1.0,3.0,tried smoking,drink a lot,2.0,few hours a day,4.0,female,right handed,no
870,5.0,2.0,5.0,2.0,3.0,3.0,4.0,4,3.0,3.0,2.0,2.0,tried smoking,never,3.0,few hours a day,4.0,female,right handed,no
871,5.0,5.0,3.0,1.0,1.0,1.0,5.0,5,1.0,1.0,1.0,3.0,tried smoking,drink a lot,5.0,most of the day,5.0,male,right handed,no
872,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2,2.0,2.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,1.0,male,right handed,no
873,4.0,2.0,1.0,1.0,3.0,5.0,2.0,2,2.0,3.0,4.0,4.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,yes
874,5.0,4.0,1.0,1.0,2.0,1.0,2.0,3,4.0,3.0,4.0,3.0,current smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
875,5.0,5.0,1.0,1.0,3.0,4.0,1.0,2,2.0,2.0,3.0,5.0,former smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
876,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1,3.0,1.0,2.0,1.0,former smoker,social drinker,3.0,few hours a day,4.0,male,right handed,yes
877,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,4.0,3.0,never smoked,social drinker,5.0,few hours a day,2.0,male,right handed,no
878,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3,4.0,2.0,3.0,3.0,never smoked,never,4.0,less than an hour a day,4.0,male,left handed,yes
879,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1,1.0,2.0,2.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,3.0,male,right handed,yes
880,5.0,4.0,1.0,1.0,1.0,1.0,2.0,3,4.0,2.0,4.0,3.0,current smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
881,5.0,5.0,1.0,2.0,3.0,4.0,4.0,1,1.0,2.0,1.0,3.0,tried smoking,drink a lot,2.0,few hours a day,4.0,female,right handed,no
882,5.0,1.0,2.0,1.0,1.0,5.0,1.0,2,1.0,1.0,3.0,5.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
883,5.0,1.0,1.0,1.0,2.0,3.0,1.0,3,4.0,5.0,3.0,4.0,tried smoking,drink a lot,4.0,few hours a day,2.0,female,right handed,no
884,5.0,5.0,1.0,4.0,4.0,1.0,5.0,5,5.0,5.0,5.0,5.0,tried smoking,drink a lot,3.0,few hours a day,5.0,female,right handed,no
885,3.0,5.0,1.0,1.0,2.0,4.0,1.0,1,1.0,4.0,3.0,2.0,current smoker,social drinker,4.0,few hours a day,3.0,female,right handed,yes
886,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,2.0,current smoker,drink a lot,2.0,few hours a day,4.0,male,right handed,no
887,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2,2.0,3.0,5.0,3.0,tried smoking,drink a lot,3.0,less than an hour a day,2.0,male,right handed,yes
888,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3,5.0,4.0,2.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,3.0,female,right handed,no
889,5.0,1.0,4.0,1.0,2.0,1.0,4.0,4,5.0,1.0,5.0,4.0,tried smoking,social drinker,2.0,few hours a day,4.0,female,right handed,no
890,5.0,3.0,1.0,1.0,1.0,2.0,2.0,3,1.0,1.0,5.0,4.0,tried smoking,social drinker,3.0,few hours a day,5.0,male,right handed,no
891,5.0,4.0,1.0,1.0,2.0,1.0,3.0,4,1.0,1.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
892,5.0,2.0,1.0,1.0,1.0,3.0,3.0,3,2.0,1.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,yes
893,5.0,2.0,2.0,3.0,4.0,3.0,2.0,2,2.0,3.0,3.0,2.0,former smoker,social drinker,3.0,less than an hour a day,3.0,female,right handed,yes
894,5.0,4.0,4.0,2.0,2.0,2.0,3.0,5,4.0,5.0,3.0,4.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
895,4.0,4.0,1.0,2.0,2.0,2.0,3.0,3,4.0,3.0,4.0,4.0,never smoked,social drinker,3.0,few hours a day,3.0,male,right handed,yes
896,5.0,3.0,2.0,2.0,2.0,2.0,2.0,5,3.0,3.0,3.0,2.0,tried smoking,drink a lot,3.0,few hours a day,2.0,male,right handed,no
897,5.0,3.0,2.0,3.0,2.0,4.0,2.0,3,2.0,1.0,2.0,3.0,current smoker,never,3.0,few hours a day,3.0,male,left handed,no
898,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2,1.0,3.0,4.0,3.0,former smoker,social drinker,3.0,less than an hour a day,3.0,female,,no
899,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1,1.0,3.0,1.0,1.0,current smoker,social drinker,3.0,few hours a day,5.0,male,left handed,no
900,5.0,3.0,3.0,2.0,3.0,4.0,2.0,3,3.0,4.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,no
901,4.0,5.0,1.0,2.0,2.0,4.0,5.0,4,2.0,2.0,1.0,2.0,tried smoking,never,4.0,less than an hour a day,1.0,female,right handed,no
902,5.0,3.0,2.0,1.0,1.0,2.0,4.0,3,1.0,1.0,3.0,3.0,never smoked,never,3.0,few hours a day,3.0,male,right handed,no
903,5.0,3.0,1.0,3.0,1.0,1.0,1.0,1,2.0,1.0,2.0,1.0,former smoker,drink a lot,4.0,few hours a day,1.0,male,right handed,no
904,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
905,5.0,2.0,1.0,1.0,1.0,3.0,1.0,4,3.0,1.0,2.0,1.0,never smoked,social drinker,3.0,few hours a day,4.0,male,right handed,no
906,5.0,1.0,4.0,1.0,2.0,2.0,3.0,5,5.0,5.0,3.0,5.0,current smoker,drink a lot,4.0,less than an hour a day,4.0,female,right handed,no
907,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4,3.0,3.0,4.0,3.0,tried smoking,drink a lot,1.0,most of the day,4.0,female,right handed,no
908,5.0,2.0,2.0,3.0,2.0,4.0,3.0,2,4.0,3.0,2.0,3.0,current smoker,social drinker,4.0,few hours a day,4.0,male,right handed,no
909,5.0,3.0,5.0,4.0,1.0,1.0,2.0,4,4.0,5.0,5.0,4.0,tried smoking,drink a lot,5.0,less than an hour a day,3.0,female,left handed,no
910,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5,3.0,5.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,yes
911,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1,1.0,2.0,1.0,3.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
912,5.0,4.0,4.0,3.0,2.0,4.0,,5,1.0,3.0,3.0,2.0,former smoker,social drinker,4.0,less than an hour a day,2.0,female,right handed,yes
913,5.0,2.0,3.0,2.0,3.0,3.0,5.0,1,2.0,5.0,2.0,3.0,former smoker,drink a lot,3.0,few hours a day,1.0,female,right handed,yes
914,5.0,3.0,1.0,1.0,4.0,3.0,1.0,1,1.0,4.0,1.0,4.0,current smoker,drink a lot,2.0,few hours a day,1.0,female,right handed,no
915,4.0,5.0,2.0,2.0,4.0,4.0,4.0,3,3.0,1.0,2.0,4.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
916,4.0,4.0,1.0,1.0,1.0,4.0,1.0,3,1.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
917,5.0,3.0,3.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,2.0,current smoker,social drinker,2.0,few hours a day,5.0,male,right handed,no
918,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2,3.0,1.0,5.0,3.0,tried smoking,social drinker,3.0,most of the day,3.0,female,right handed,no
919,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2,2.0,1.0,3.0,1.0,former smoker,drink a lot,4.0,few hours a day,5.0,female,left handed,no
920,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2,2.0,4.0,3.0,4.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,no
921,5.0,4.0,1.0,3.0,3.0,4.0,2.0,3,2.0,3.0,2.0,3.0,never smoked,never,1.0,few hours a day,3.0,male,right handed,yes
922,5.0,5.0,1.0,1.0,3.0,1.0,5.0,5,2.0,1.0,1.0,3.0,current smoker,social drinker,3.0,few hours a day,5.0,female,right handed,no
923,5.0,3.0,3.0,2.0,2.0,5.0,4.0,3,1.0,4.0,3.0,4.0,tried smoking,drink a lot,4.0,few hours a day,3.0,female,right handed,no
924,5.0,5.0,1.0,1.0,1.0,4.0,1.0,2,1.0,2.0,2.0,2.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,yes
925,5.0,5.0,3.0,1.0,2.0,4.0,4.0,4,4.0,2.0,4.0,2.0,tried smoking,social drinker,5.0,few hours a day,3.0,female,right handed,no
926,5.0,1.0,3.0,1.0,1.0,2.0,1.0,4,2.0,5.0,2.0,3.0,never smoked,never,3.0,few hours a day,3.0,male,right handed,no
927,5.0,5.0,1.0,1.0,5.0,2.0,1.0,1,1.0,5.0,1.0,4.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
928,5.0,5.0,4.0,1.0,2.0,2.0,5.0,5,1.0,2.0,1.0,5.0,never smoked,social drinker,2.0,few hours a day,1.0,female,right handed,yes
929,3.0,3.0,3.0,5.0,3.0,4.0,2.0,4,2.0,1.0,3.0,3.0,tried smoking,never,3.0,few hours a day,4.0,female,right handed,yes
930,5.0,1.0,3.0,3.0,3.0,4.0,5.0,5,5.0,3.0,5.0,4.0,former smoker,social drinker,3.0,few hours a day,2.0,female,left handed,no
931,5.0,3.0,3.0,4.0,2.0,2.0,1.0,1,2.0,1.0,3.0,2.0,current smoker,social drinker,4.0,most of the day,2.0,male,right handed,no
932,5.0,2.0,4.0,5.0,5.0,5.0,5.0,2,1.0,1.0,1.0,3.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
933,5.0,5.0,1.0,2.0,2.0,1.0,5.0,5,5.0,3.0,4.0,2.0,current smoker,drink a lot,3.0,few hours a day,4.0,female,right handed,no
934,5.0,4.0,2.0,1.0,4.0,2.0,4.0,1,1.0,3.0,4.0,4.0,tried smoking,social drinker,3.0,few hours a day,2.0,,right handed,yes
935,5.0,5.0,2.0,1.0,2.0,2.0,5.0,5,3.0,5.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
936,4.0,2.0,3.0,2.0,4.0,3.0,5.0,4,4.0,2.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,yes
937,5.0,5.0,1.0,3.0,4.0,2.0,3.0,5,4.0,4.0,3.0,4.0,never smoked,social drinker,2.0,few hours a day,2.0,female,right handed,yes
938,5.0,5.0,3.0,2.0,4.0,5.0,3.0,2,4.0,5.0,5.0,3.0,former smoker,social drinker,5.0,few hours a day,4.0,female,right handed,yes
939,4.0,4.0,4.0,1.0,1.0,3.0,5.0,1,2.0,3.0,1.0,2.0,never smoked,never,4.0,few hours a day,3.0,female,right handed,yes
940,5.0,4.0,1.0,3.0,4.0,5.0,3.0,5,1.0,5.0,3.0,4.0,tried smoking,never,4.0,few hours a day,5.0,male,right handed,no
941,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4,4.0,5.0,3.0,2.0,current smoker,,1.0,few hours a day,5.0,female,right handed,no
942,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1,1.0,4.0,4.0,5.0,tried smoking,drink a lot,3.0,most of the day,3.0,male,right handed,yes
943,4.0,5.0,2.0,2.0,2.0,1.0,2.0,2,1.0,1.0,2.0,1.0,current smoker,social drinker,3.0,less than an hour a day,3.0,female,right handed,no
944,5.0,5.0,1.0,1.0,2.0,2.0,5.0,3,2.0,1.0,2.0,4.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
945,5.0,5.0,1.0,1.0,3.0,2.0,1.0,1,1.0,1.0,1.0,1.0,current smoker,drink a lot,3.0,few hours a day,4.0,male,right handed,no
946,5.0,1.0,3.0,1.0,1.0,2.0,4.0,3,3.0,5.0,5.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,yes
947,5.0,3.0,2.0,1.0,2.0,3.0,3.0,4,3.0,3.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,yes
948,5.0,5.0,4.0,3.0,1.0,2.0,4.0,4,4.0,3.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
949,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1,2.0,1.0,1.0,2.0,tried smoking,social drinker,3.0,most of the day,3.0,female,right handed,no
950,5.0,5.0,1.0,2.0,5.0,3.0,5.0,1,3.0,3.0,1.0,3.0,never smoked,never,3.0,most of the day,5.0,male,left handed,yes
951,4.0,1.0,3.0,1.0,1.0,4.0,3.0,2,1.0,3.0,2.0,4.0,former smoker,drink a lot,1.0,most of the day,5.0,male,right handed,no
952,5.0,2.0,3.0,1.0,1.0,4.0,2.0,3,2.0,3.0,4.0,3.0,never smoked,never,4.0,few hours a day,1.0,male,right handed,yes
953,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5,1.0,4.0,4.0,4.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
954,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4,2.0,5.0,2.0,2.0,former smoker,social drinker,4.0,few hours a day,4.0,female,right handed,no
955,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.0,3.0,current smoker,drink a lot,3.0,few hours a day,1.0,female,right handed,no
956,5.0,4.0,1.0,1.0,1.0,4.0,1.0,1,1.0,2.0,4.0,4.0,current smoker,drink a lot,3.0,most of the day,2.0,male,right handed,yes
957,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3,1.0,1.0,2.0,3.0,never smoked,social drinker,4.0,few hours a day,5.0,male,right handed,no
958,5.0,5.0,3.0,2.0,4.0,3.0,5.0,5,5.0,2.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
959,4.0,4.0,1.0,2.0,4.0,3.0,5.0,5,3.0,2.0,2.0,3.0,current smoker,social drinker,4.0,few hours a day,3.0,female,left handed,no
960,5.0,1.0,2.0,1.0,2.0,1.0,3.0,3,1.0,1.0,3.0,1.0,never smoked,social drinker,3.0,few hours a day,1.0,female,right handed,no
961,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,left handed,no
962,5.0,1.0,5.0,2.0,1.0,3.0,1.0,1,1.0,3.0,3.0,5.0,never smoked,never,4.0,less than an hour a day,4.0,female,right handed,no
963,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1,1.0,1.0,1.0,1.0,current smoker,social drinker,1.0,most of the day,1.0,male,left handed,yes
964,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3,2.0,2.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,yes
965,5.0,1.0,5.0,3.0,5.0,1.0,5.0,5,3.0,1.0,5.0,5.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
966,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,1.0,less than an hour a day,5.0,female,left handed,no
967,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,3.0,never smoked,social drinker,4.0,few hours a day,1.0,male,right handed,no
968,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3,2.0,2.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,left handed,no
969,5.0,1.0,1.0,4.0,5.0,4.0,2.0,3,4.0,1.0,2.0,3.0,former smoker,drink a lot,2.0,few hours a day,1.0,male,right handed,no
970,5.0,3.0,1.0,1.0,1.0,5.0,2.0,3,4.0,1.0,3.0,4.0,current smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,no
971,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4,1.0,4.0,5.0,4.0,tried smoking,social drinker,4.0,few hours a day,4.0,male,right handed,no
972,5.0,5.0,1.0,4.0,5.0,3.0,5.0,5,1.0,3.0,4.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,2.0,female,right handed,yes
973,5.0,4.0,2.0,4.0,2.0,3.0,2.0,4,1.0,2.0,2.0,5.0,current smoker,social drinker,3.0,most of the day,1.0,female,right handed,no
974,5.0,3.0,2.0,2.0,3.0,3.0,3.0,1,1.0,1.0,1.0,3.0,current smoker,drink a lot,1.0,few hours a day,4.0,female,right handed,yes
975,5.0,5.0,1.0,1.0,1.0,3.0,5.0,3,4.0,4.0,4.0,3.0,current smoker,drink a lot,2.0,most of the day,4.0,female,right handed,yes
976,5.0,2.0,4.0,2.0,2.0,2.0,4.0,4,3.0,1.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,yes
977,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3,2.0,3.0,2.0,3.0,current smoker,drink a lot,2.0,few hours a day,5.0,male,right handed,no
978,5.0,4.0,3.0,1.0,4.0,3.0,4.0,4,3.0,4.0,2.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
979,5.0,4.0,2.0,1.0,2.0,3.0,4.0,3,3.0,4.0,3.0,2.0,never smoked,social drinker,3.0,few hours a day,5.0,male,left handed,yes
980,5.0,3.0,1.0,2.0,1.0,2.0,5.0,1,1.0,4.0,4.0,1.0,,drink a lot,4.0,less than an hour a day,4.0,female,right handed,no
981,5.0,1.0,2.0,1.0,2.0,3.0,5.0,4,4.0,3.0,4.0,3.0,tried smoking,social drinker,2.0,most of the day,4.0,female,left handed,no
982,5.0,4.0,1.0,2.0,4.0,2.0,1.0,2,2.0,5.0,3.0,3.0,tried smoking,drink a lot,4.0,few hours a day,3.0,male,right handed,no
983,5.0,4.0,4.0,1.0,3.0,3.0,5.0,5,5.0,2.0,5.0,2.0,tried smoking,social drinker,3.0,few hours a day,5.0,female,right handed,no
984,5.0,4.0,1.0,1.0,4.0,5.0,5.0,2,1.0,1.0,3.0,2.0,current smoker,drink a lot,1.0,most of the day,2.0,female,right handed,yes
985,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2,1.0,1.0,4.0,4.0,former smoker,social drinker,1.0,few hours a day,3.0,female,right handed,no
986,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4,1.0,1.0,5.0,1.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
987,4.0,2.0,,1.0,2.0,5.0,2.0,2,1.0,3.0,4.0,3.0,current smoker,drink a lot,2.0,few hours a day,1.0,male,right handed,no
988,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,drink a lot,3.0,few hours a day,1.0,male,right handed,yes
989,5.0,1.0,2.0,5.0,4.0,5.0,1.0,1,1.0,2.0,1.0,1.0,former smoker,drink a lot,3.0,most of the day,3.0,female,right handed,no
990,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.0,2.0,former smoker,social drinker,2.0,few hours a day,5.0,male,right handed,no
991,5.0,5.0,5.0,3.0,1.0,5.0,3.0,5,3.0,1.0,3.0,3.0,tried smoking,social drinker,1.0,most of the day,3.0,male,right handed,yes
992,4.0,1.0,3.0,1.0,1.0,5.0,5.0,3,2.0,2.0,3.0,4.0,never smoked,never,3.0,most of the day,1.0,male,right handed,no
993,5.0,2.0,2.0,2.0,2.0,1.0,3.0,3,3.0,2.0,4.0,3.0,former smoker,social drinker,3.0,few hours a day,2.0,female,right handed,yes
994,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4,1.0,3.0,1.0,3.0,current smoker,drink a lot,4.0,few hours a day,,female,right handed,yes
995,5.0,5.0,3.0,2.0,1.0,1.0,1.0,2,1.0,1.0,2.0,2.0,tried smoking,never,4.0,few hours a day,1.0,female,right handed,yes
996,5.0,2.0,1.0,1.0,2.0,3.0,2.0,1,1.0,1.0,4.0,3.0,former smoker,social drinker,4.0,few hours a day,4.0,male,right handed,yes
997,5.0,5.0,5.0,3.0,2.0,1.0,4.0,5,4.0,2.0,3.0,4.0,tried smoking,social drinker,,less than an hour a day,1.0,female,right handed,no
998,5.0,1.0,2.0,1.0,1.0,3.0,1.0,4,1.0,2.0,1.0,2.0,tried smoking,social drinker,3.0,few hours a day,1.0,male,right handed,no
999,5.0,1.0,2.0,1.0,1.0,,2.0,2,1.0,1.0,2.0,1.0,never smoked,social drinker,3.0,few hours a day,2.0,male,right handed,no
1000,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,3.0,2.0,never smoked,never,2.0,few hours a day,4.0,female,right handed,no
1001,5.0,4.0,5.0,1.0,1.0,5.0,1.0,1,1.0,4.0,2.0,2.0,former smoker,never,2.0,few hours a day,4.0,female,right handed,no
1002,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,current smoker,social drinker,2.0,few hours a day,1.0,male,right handed,no
1003,4.0,5.0,4.0,1.0,1.0,4.0,4.0,5,4.0,1.0,3.0,2.0,former smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
1004,5.0,4.0,1.0,1.0,2.0,3.0,3.0,2,2.0,3.0,2.0,3.0,former smoker,social drinker,2.0,few hours a day,3.0,male,right handed,no
1005,5.0,4.0,1.0,2.0,4.0,5.0,2.0,2,2.0,3.0,3.0,4.0,current smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,no
1006,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,5.0,5.0,never smoked,social drinker,4.0,less than an hour a day,1.0,male,left handed,no
1007,4.0,5.0,2.0,1.0,3.0,2.0,2.0,2,1.0,1.0,1.0,5.0,tried smoking,social drinker,4.0,most of the day,5.0,female,right handed,yes
1008,5.0,4.0,2.0,3.0,2.0,5.0,3.0,3,3.0,3.0,5.0,5.0,tried smoking,social drinker,3.0,most of the day,1.0,female,right handed,no
1009,5.0,5.0,2.0,1.0,2.0,5.0,1.0,4,2.0,2.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,2.0,male,right handed,no
